Datetime,Temperature,Status
2020-11-14 05:12:22.772410,1.32000,Regen
2020-11-14 05:27:22.780357,0.81700,Regen
2020-11-14 05:42:22.789306,0.80000,Regen
2020-11-14 05:57:22.782243,0.79600,Regen
2020-11-14 06:12:22.773179,0.79500,Regen
2020-11-14 06:27:22.779126,0.79400,Regen
2020-11-14 06:42:22.773064,0.79400,Regen
2020-11-14 06:57:22.780011,0.79300,Regen
2020-11-14 07:12:22.793963,0.79200,Ready
2020-11-14 07:27:22.782898,0.79300,Ready
2020-11-14 07:42:22.788844,0.80700,Ready
2020-11-14 07:57:22.795791,0.79300,Ready
2020-11-14 08:12:22.785726,0.79300,Ready
2020-11-14 08:27:22.780665,0.79200,Ready
2020-11-14 08:42:22.790615,0.79300,Ready
2020-11-14 08:57:22.795560,0.80600,Ready
2020-11-14 09:12:22.784495,0.79300,Ready
2020-11-14 09:27:22.796446,0.79300,Ready
2020-11-14 09:42:22.803393,0.79200,Ready
2020-11-14 09:57:22.793328,0.79300,Ready
2020-11-14 10:12:22.806279,0.79500,Ready
2020-11-14 10:27:22.794213,0.79300,Ready
2020-11-14 10:42:22.802161,0.79300,Ready
2020-11-14 10:57:22.795098,0.79200,Ready
2020-11-14 11:12:22.801045,0.79300,Ready
2020-11-14 11:27:22.810994,0.79300,Ready
2020-11-14 11:42:22.799929,0.79300,Ready
2020-11-14 11:57:22.808877,0.79300,Ready
2020-11-14 12:12:22.817826,0.79200,Ready
2020-11-14 12:27:22.794752,0.79300,Ready
2020-11-14 12:42:22.799698,0.79200,Ready
2020-11-14 12:57:22.809647,0.79300,Ready
2020-11-14 13:12:22.798581,0.81300,Ready
2020-11-14 13:27:22.806529,0.79300,Ready
2020-11-14 13:42:22.797465,0.79300,Ready
2020-11-14 13:57:22.808415,0.79300,Ready
2020-11-14 14:12:22.816363,0.79300,Ready
2020-11-14 14:27:22.824311,0.81200,Ready
2020-11-14 14:42:22.816248,0.79300,Ready
2020-11-14 14:57:22.823195,0.79300,Ready
2020-11-14 15:12:22.818134,0.79200,Ready
2020-11-14 15:27:22.809069,0.79300,Ready
2020-11-14 15:42:22.812014,0.80600,Ready
2020-11-14 15:57:22.823965,0.79300,Ready
2020-11-14 16:12:22.811898,0.79300,Ready
2020-11-14 16:27:22.819846,0.79300,Ready
2020-11-14 16:42:22.827794,0.79300,Ready
2020-11-14 16:57:22.820732,0.79300,Ready
2020-11-14 17:12:22.826678,0.79300,Ready
2020-11-14 17:27:22.818615,0.79300,Ready
2020-11-14 17:42:22.830565,0.79300,Ready
2020-11-14 17:57:22.836512,0.79300,Ready
2020-11-14 18:12:22.879485,0.79300,Ready
2020-11-14 18:27:22.818384,0.79300,Ready
2020-11-14 18:42:22.828333,0.79800,Ready
2020-11-14 18:57:22.865301,0.79300,Ready
2020-11-14 19:12:22.829218,0.97600,Regen
2020-11-14 19:27:22.834164,2.50800,Regen
2020-11-14 19:42:22.843113,3.15200,Regen
2020-11-14 19:57:22.834048,3.39500,Regen
2020-11-14 20:12:22.847000,3.22200,Regen
2020-11-14 20:27:22.837936,3.48300,Regen
2020-11-14 20:42:22.826870,3.70300,Regen
2020-11-14 20:57:22.833817,3.89000,Regen
2020-11-14 21:12:22.843767,4.03600,Regen
2020-11-14 21:27:22.834703,4.14400,Regen
2020-11-14 21:42:23.318989,4.25300,Regen
2020-11-14 21:57:23.136802,4.34400,Regen
2020-11-14 22:12:23.115729,4.43300,Regen
2020-11-14 22:27:23.189724,4.51300,Regen
2020-11-14 22:42:22.840418,4.58300,Regen
2020-11-14 22:57:22.851368,4.63600,Regen
2020-11-14 23:12:22.841303,4.59600,Regen
2020-11-14 23:27:22.845248,4.59600,Regen
2020-11-14 23:42:22.854197,4.59600,Regen
2020-11-14 23:57:22.846134,4.46400,Regen
2020-11-15 00:12:22.855082,4.33300,Regen
2020-11-15 00:27:22.847019,4.20900,Regen
2020-11-15 00:42:22.858970,4.10200,Regen
2020-11-15 00:57:22.844902,4.01100,Regen
2020-11-15 01:12:22.857853,3.91900,Regen
2020-11-15 01:27:22.863800,3.83900,Regen
2020-11-15 01:42:22.857738,3.75900,Regen
2020-11-15 01:57:22.865686,3.69900,Regen
2020-11-15 02:12:22.895649,3.65300,Regen
2020-11-15 02:27:22.848558,3.61200,Regen
2020-11-15 02:42:22.851503,3.58000,Regen
2020-11-15 02:57:22.865455,3.55600,Regen
2020-11-15 03:12:22.853389,3.53700,Regen
2020-11-15 03:27:22.864339,3.52100,Regen
2020-11-15 03:42:22.869699,3.50600,Regen
2020-11-15 03:57:22.859634,3.49100,Regen
2020-11-15 04:12:22.870584,3.21900,Regen
2020-11-15 04:27:22.878532,2.76100,Regen
2020-11-15 04:42:22.870469,2.30300,Regen
2020-11-15 04:57:22.864406,2.03600,Regen
2020-11-15 05:12:22.870353,1.26100,Regen
2020-11-15 05:27:22.878301,0.81800,Regen
2020-11-15 05:42:22.866235,0.79900,Regen
2020-11-15 05:57:22.875183,0.79600,Regen
2020-11-15 06:12:22.865119,0.79400,Regen
2020-11-15 06:27:22.875068,0.79400,Regen
2020-11-15 06:42:22.867005,0.79300,Regen
2020-11-15 06:57:22.874952,0.79300,Regen
2020-11-15 07:12:22.864888,0.79400,Ready
2020-11-15 07:27:22.871835,0.79300,Ready
2020-11-15 07:42:22.882785,0.82600,Ready
2020-11-15 07:57:22.872720,0.79200,Ready
2020-11-15 08:12:22.878667,0.79300,Ready
2020-11-15 08:27:22.887615,0.79200,Ready
2020-11-15 08:42:22.866543,0.79200,Ready
